N_nodes,T,degree,autocorrelation,tau_max_true,lag_max,repetition,graph_seed,method,peak_rss_mib,runtime_s
13,1000,1.5,0.3,3,3,6,45113128,pcmci,99.421875,0.4416940409937524
13,1000,1.5,0.3,3,3,6,45113128,dynotears,150.421875,0.5939633329981007
13,1000,1.5,0.3,3,3,6,45113128,tsfges,211.5,0.40753870800108416
13,1000,1.5,0.3,3,3,6,45113128,tsboss_iid,34.0,0.03460445899690967
13,1000,1.5,0.3,3,3,7,45113129,tsboss,92.46875,0.3981954999981099
13,1000,1.5,0.3,3,3,7,45113129,pcmci,99.953125,0.5062233329954324
13,1000,1.5,0.3,3,3,7,45113129,dynotears,150.53125,0.6218956250013434
13,1000,1.5,0.3,3,3,7,45113129,tsfges,209.609375,0.4360640000013518
13,1000,1.5,0.3,3,3,7,45113129,tsboss_iid,34.546875,0.14996279100159882
13,1000,1.5,0.3,3,3,8,45113130,tsboss,92.53125,0.2959326670024893
13,1000,1.5,0.3,3,3,8,45113130,pcmci,99.75,0.46034779199544573
13,1000,1.5,0.3,3,3,8,45113130,dynotears,150.5,0.5969228750036564
13,1000,1.5,0.3,3,3,8,45113130,tsfges,209.765625,0.40595366599882254
13,1000,1.5,0.3,3,3,8,45113130,tsboss_iid,33.96875,0.03777312500460539
13,1000,1.5,0.3,3,3,9,45113131,tsboss,92.640625,0.2937395420012763
13,1000,1.5,0.3,3,3,9,45113131,pcmci,99.953125,0.4980435830002534
13,1000,1.5,0.3,3,3,9,45113131,dynotears,150.625,0.5746527910014265
13,1000,1.5,0.3,3,3,9,45113131,tsfges,210.109375,0.40812766699673375
13,1000,1.5,0.3,3,3,9,45113131,tsboss_iid,34.015625,0.039133082995249424
