N_nodes,T,degree,autocorrelation,tau_max_true,lag_max,repetition,graph_seed,method,peak_rss_mib,runtime_s
15,1000,1.5,0.3,3,3,5,45115127,tsfges,211.90625,0.43932679099816596
15,1000,1.5,0.3,3,3,5,45115127,tsboss_iid,34.359375,0.06998737499816343
15,1000,1.5,0.3,3,3,6,45115128,tsboss,92.8125,0.3485263330003363
15,1000,1.5,0.3,3,3,6,45115128,pcmci,100.296875,0.5725570420036092
15,1000,1.5,0.3,3,3,6,45115128,dynotears,150.90625,0.6608342079998692
15,1000,1.5,0.3,3,3,6,45115128,tsfges,207.125,0.4499486659988179
15,1000,1.5,0.3,3,3,6,45115128,tsboss_iid,34.28125,0.0882892500012531
15,1000,1.5,0.3,3,3,7,45115129,tsboss,92.5625,0.4590200000020559
15,1000,1.5,0.3,3,3,7,45115129,pcmci,100.359375,0.5316954160007299
15,1000,1.5,0.3,3,3,7,45115129,dynotears,150.765625,0.6300072089943569
15,1000,1.5,0.3,3,3,7,45115129,tsfges,211.765625,0.4571142909990158
15,1000,1.5,0.3,3,3,7,45115129,tsboss_iid,34.546875,0.15292787499492988
15,1000,1.5,0.3,3,3,8,45115130,tsboss,92.5625,0.3345070420036791
15,1000,1.5,0.3,3,3,8,45115130,pcmci,100.296875,0.5444007909973152
15,1000,1.5,0.3,3,3,8,45115130,dynotears,150.5,0.6286667500025942
15,1000,1.5,0.3,3,3,8,45115130,tsfges,210.828125,0.42258516600122675
15,1000,1.5,0.3,3,3,8,45115130,tsboss_iid,34.359375,0.08386125000106404
15,1000,1.5,0.3,3,3,9,45115131,tsboss,92.609375,0.29827975000080187
15,1000,1.5,0.3,3,3,9,45115131,pcmci,100.234375,0.5020635420005419
15,1000,1.5,0.3,3,3,9,45115131,dynotears,150.6875,0.6460444580006879
15,1000,1.5,0.3,3,3,9,45115131,tsfges,206.609375,0.4114314580001519
15,1000,1.5,0.3,3,3,9,45115131,tsboss_iid,34.1875,0.04675979199964786
15,1000,1.5,0.3,3,3,10,45115132,tsboss,92.671875,0.32659195800079033
15,1000,1.5,0.3,3,3,10,45115132,pcmci,100.4375,0.5208252500015078
15,1000,1.5,0.3,3,3,10,45115132,dynotears,150.546875,0.5731508329990902
15,1000,1.5,0.3,3,3,10,45115132,tsfges,212.578125,0.4228905419950024
15,1000,1.5,0.3,3,3,10,45115132,tsboss_iid,34.203125,0.07577533300354844
20,1000,1.5,0.3,3,3,1,45120123,tsboss,92.953125,0.4481581250001909
20,1000,1.5,0.3,3,3,1,45120123,pcmci,101.5625,0.6882375419954769
20,1000,1.5,0.3,3,3,1,45120123,dynotears,151.484375,0.7104551670054207
20,1000,1.5,0.3,3,3,1,45120123,tsfges,214.4375,0.49869258299440844
20,1000,1.5,0.3,3,3,1,45120123,tsboss_iid,34.859375,0.18494837500475114
20,1000,1.5,0.3,3,3,2,45120124,tsboss,92.828125,0.39811708300112514
20,1000,1.5,0.3,3,3,2,45120124,pcmci,101.734375,0.7005087500001537
20,1000,1.5,0.3,3,3,2,45120124,dynotears,151.21875,0.7023482080039685
20,1000,1.5,0.3,3,3,2,45120124,tsfges,209.765625,0.4782366669969633
20,1000,1.5,0.3,3,3,2,45120124,tsboss_iid,34.765625,0.13123820799955865
20,1000,1.5,0.3,3,3,3,45120125,tsboss,92.734375,0.36703175000002375
20,1000,1.5,0.3,3,3,3,45120125,pcmci,101.53125,0.6671653340017656
20,1000,1.5,0.3,3,3,3,45120125,dynotears,151.59375,0.6777232910026214
20,1000,1.5,0.3,3,3,3,45120125,tsfges,208.15625,0.49751745899993693
20,1000,1.5,0.3,3,3,3,45120125,tsboss_iid,34.65625,0.10136129199963761
20,1000,1.5,0.3,3,3,4,45120126,tsboss,92.78125,0.33980445800261805
20,1000,1.5,0.3,3,3,4,45120126,pcmci,101.578125,0.6688384160006535
20,1000,1.5,0.3,3,3,4,45120126,dynotears,151.71875,0.6968951660019229
20,1000,1.5,0.3,3,3,4,45120126,tsfges,206.75,0.46687783299421426
20,1000,1.5,0.3,3,3,4,45120126,tsboss_iid,34.5,0.08258933300385252
20,1000,1.5,0.3,3,3,5,45120127,tsboss,93.03125,0.46489470800588606
20,1000,1.5,0.3,3,3,5,45120127,pcmci,101.65625,0.680777624998882
20,1000,1.5,0.3,3,3,5,45120127,dynotears,151.65625,0.6787979170039762
20,1000,1.5,0.3,3,3,5,45120127,tsfges,216.859375,0.4940668330018525
20,1000,1.5,0.3,3,3,5,45120127,tsboss_iid,35.109375,0.2746891249989858
20,1000,1.5,0.3,3,3,6,45120128,tsboss,92.734375,0.36340699999709614
20,1000,1.5,0.3,3,3,6,45120128,pcmci,101.84375,0.6931080420035869
20,1000,1.5,0.3,3,3,6,45120128,dynotears,152.6875,0.7105317909954465
20,1000,1.5,0.3,3,3,6,45120128,tsfges,209.859375,0.4741411249997327
20,1000,1.5,0.3,3,3,6,45120128,tsboss_iid,34.75,0.09997904200281482
20,1000,1.5,0.3,3,3,7,45120129,tsboss,93.234375,0.5155611250011134
20,1000,1.5,0.3,3,3,7,45120129,pcmci,101.90625,0.7303806670024642
20,1000,1.5,0.3,3,3,7,45120129,dynotears,151.609375,0.7720927499976824
20,1000,1.5,0.3,3,3,7,45120129,tsfges,224.625,0.508966583001893
20,1000,1.5,0.3,3,3,7,45120129,tsboss_iid,34.515625,0.148595499995281
20,1000,1.5,0.3,3,3,8,45120130,tsboss,92.9375,0.43993254200177034
20,1000,1.5,0.3,3,3,8,45120130,pcmci,102.03125,0.7232736669975566
20,1000,1.5,0.3,3,3,8,45120130,dynotears,151.484375,0.7328607499948703
20,1000,1.5,0.3,3,3,8,45120130,tsfges,206.796875,0.47947887500049546
20,1000,1.5,0.3,3,3,8,45120130,tsboss_iid,34.84375,0.21352962500532158
20,1000,1.5,0.3,3,3,9,45120131,tsboss,93.296875,0.5861196659971029
20,1000,1.5,0.3,3,3,9,45120131,pcmci,101.96875,0.7094689169971389
20,1000,1.5,0.3,3,3,9,45120131,dynotears,152.40625,0.7039602500008186
20,1000,1.5,0.3,3,3,9,45120131,tsfges,276.25,0.5326784999997471
20,1000,1.5,0.3,3,3,9,45120131,tsboss_iid,35.046875,0.2607101670000702
20,1000,1.5,0.3,3,3,10,45120132,tsboss,93.078125,0.5021738329960499
20,1000,1.5,0.3,3,3,10,45120132,pcmci,101.734375,0.6878517500008456
20,1000,1.5,0.3,3,3,10,45120132,dynotears,152.4375,0.671404792003159
20,1000,1.5,0.3,3,3,10,45120132,tsfges,205.15625,0.48505870799999684
20,1000,1.5,0.3,3,3,10,45120132,tsboss_iid,35.015625,0.24021662499580998
25,1000,1.5,0.3,3,3,1,45125123,tsboss,93.09375,0.47891916700609727
25,1000,1.5,0.3,3,3,1,45125123,pcmci,103.71875,0.8999435419973452
25,1000,1.5,0.3,3,3,1,45125123,dynotears,152.9375,0.8366114579985151
25,1000,1.5,0.3,3,3,1,45125123,tsfges,236.953125,0.543554874995607
25,1000,1.5,0.3,3,3,1,45125123,tsboss_iid,34.703125,0.1503749159965082
25,1000,1.5,0.3,3,3,2,45125124,tsboss,93.1875,0.48162487499939743
25,1000,1.5,0.3,3,3,2,45125124,pcmci,103.5,0.8839625000036904
25,1000,1.5,0.3,3,3,2,45125124,dynotears,152.90625,0.7739892919998965
25,1000,1.5,0.3,3,3,2,45125124,tsfges,275.234375,0.5555502089991933
25,1000,1.5,0.3,3,3,2,45125124,tsboss_iid,34.921875,0.170551457995316
25,1000,1.5,0.3,3,3,3,45125125,tsboss,93.5,0.6024499170016497
25,1000,1.5,0.3,3,3,3,45125125,pcmci,103.796875,0.9278037080002832
25,1000,1.5,0.3,3,3,3,45125125,dynotears,152.84375,0.8104809160067816
25,1000,1.5,0.3,3,3,3,45125125,tsfges,308.46875,0.6272687919990858
25,1000,1.5,0.3,3,3,3,45125125,tsboss_iid,35.296875,0.28013191599893617
25,1000,1.5,0.3,3,3,4,45125126,tsboss,93.109375,0.46680804100469686
25,1000,1.5,0.3,3,3,4,45125126,pcmci,102.875,0.8269918329970096
25,1000,1.5,0.3,3,3,4,45125126,dynotears,152.828125,0.8078670830000192
25,1000,1.5,0.3,3,3,4,45125126,tsfges,248.0,0.5522435410020989
25,1000,1.5,0.3,3,3,4,45125126,tsboss_iid,34.921875,0.11673666699789464
25,1000,1.5,0.3,3,3,5,45125127,tsboss,93.234375,0.572772375002387
25,1000,1.5,0.3,3,3,5,45125127,pcmci,103.625,0.8979997499991441
25,1000,1.5,0.3,3,3,5,45125127,dynotears,152.953125,0.8807732080022106
25,1000,1.5,0.3,3,3,5,45125127,tsfges,272.171875,0.5377275409991853
25,1000,1.5,0.3,3,3,5,45125127,tsboss_iid,35.203125,0.22317470800044248
25,1000,1.5,0.3,3,3,6,45125128,tsboss,93.359375,0.5521688329972676
25,1000,1.5,0.3,3,3,6,45125128,pcmci,103.375,0.9135328749980545
25,1000,1.5,0.3,3,3,6,45125128,dynotears,152.84375,0.7373552499993821
25,1000,1.5,0.3,3,3,6,45125128,tsfges,275.09375,0.563583541996195
25,1000,1.5,0.3,3,3,6,45125128,tsboss_iid,35.203125,0.2775902909997967
25,1000,1.5,0.3,3,3,7,45125129,tsboss,93.265625,0.5066560839986778
25,1000,1.5,0.3,3,3,7,45125129,pcmci,103.3125,0.8847354999961681
25,1000,1.5,0.3,3,3,7,45125129,dynotears,152.9375,0.7944316669963882
25,1000,1.5,0.3,3,3,7,45125129,tsfges,310.921875,0.5962504999988596
25,1000,1.5,0.3,3,3,7,45125129,tsboss_iid,35.140625,0.23390029100119136
25,1000,1.5,0.3,3,3,8,45125130,tsboss,93.40625,0.5823129170021275
25,1000,1.5,0.3,3,3,8,45125130,pcmci,103.53125,0.8803584999986924
25,1000,1.5,0.3,3,3,8,45125130,dynotears,152.875,0.806137708001188
25,1000,1.5,0.3,3,3,8,45125130,tsfges,309.046875,0.6049189159966772
25,1000,1.5,0.3,3,3,8,45125130,tsboss_iid,35.84375,0.5921720839978661
25,1000,1.5,0.3,3,3,9,45125131,tsboss,93.5,0.586045040996396
25,1000,1.5,0.3,3,3,9,45125131,pcmci,104.09375,0.9866872499987949
25,1000,1.5,0.3,3,3,9,45125131,dynotears,154.15625,0.8406506669998635
25,1000,1.5,0.3,3,3,9,45125131,tsfges,307.5,0.614917458005948
25,1000,1.5,0.3,3,3,9,45125131,tsboss_iid,35.125,0.27386112500244053
25,1000,1.5,0.3,3,3,10,45125132,tsboss,93.046875,0.38171320800029207
25,1000,1.5,0.3,3,3,10,45125132,pcmci,102.984375,0.8692989170012879
25,1000,1.5,0.3,3,3,10,45125132,dynotears,152.859375,0.7726029580007889
25,1000,1.5,0.3,3,3,10,45125132,tsfges,250.921875,0.5461753330018837
25,1000,1.5,0.3,3,3,10,45125132,tsboss_iid,34.984375,0.18662374999985332
30,1000,1.5,0.3,3,3,1,45130123,tsboss,94.78125,1.1698289999985718
30,1000,1.5,0.3,3,3,1,45130123,pcmci,105.765625,1.1475407500038273
30,1000,1.5,0.3,3,3,1,45130123,dynotears,154.46875,0.9037502499995753
30,1000,1.5,0.3,3,3,1,45130123,tsfges,313.828125,0.640440540999407
30,1000,1.5,0.3,3,3,1,45130123,tsboss_iid,36.484375,0.8801247919982416
30,1000,1.5,0.3,3,3,2,45130124,tsboss,93.4375,0.6047205419963575
30,1000,1.5,0.3,3,3,2,45130124,pcmci,105.671875,1.1002888340008212
30,1000,1.5,0.3,3,3,2,45130124,dynotears,154.46875,0.899648625003465
30,1000,1.5,0.3,3,3,2,45130124,tsfges,313.71875,0.6246210829995107
30,1000,1.5,0.3,3,3,2,45130124,tsboss_iid,35.28125,0.26253262500540586
30,1000,1.5,0.3,3,3,3,45130125,tsboss,93.671875,0.5968874999962281
30,1000,1.5,0.3,3,3,3,45130125,pcmci,105.875,1.1961643750037183
30,1000,1.5,0.3,3,3,3,45130125,dynotears,154.671875,0.9328662920015631
30,1000,1.5,0.3,3,3,3,45130125,tsfges,309.15625,0.6555982089994359
30,1000,1.5,0.3,3,3,3,45130125,tsboss_iid,35.5625,0.32428108399471967
30,1000,1.5,0.3,3,3,4,45130126,tsboss,93.484375,0.5289107499993406
30,1000,1.5,0.3,3,3,4,45130126,pcmci,105.59375,1.1037301250034943
30,1000,1.5,0.3,3,3,4,45130126,dynotears,154.34375,0.8942374159960309
30,1000,1.5,0.3,3,3,4,45130126,tsfges,311.8125,0.67503037500137
30,1000,1.5,0.3,3,3,4,45130126,tsboss_iid,35.40625,0.2897544579973328
30,1000,1.5,0.3,3,3,5,45130127,tsboss,93.515625,0.5040113340000971
30,1000,1.5,0.3,3,3,5,45130127,pcmci,105.578125,1.0166058749964577
30,1000,1.5,0.3,3,3,5,45130127,dynotears,154.546875,0.7587381670018658
30,1000,1.5,0.3,3,3,5,45130127,tsfges,289.6875,0.5811424169951351
30,1000,1.5,0.3,3,3,5,45130127,tsboss_iid,35.171875,0.2091617080004653
30,1000,1.5,0.3,3,3,6,45130128,tsboss,94.078125,0.8438846249991911
30,1000,1.5,0.3,3,3,6,45130128,pcmci,105.625,1.1417480000018259
30,1000,1.5,0.3,3,3,6,45130128,dynotears,154.671875,1.0220474590023514
30,1000,1.5,0.3,3,3,6,45130128,tsfges,308.96875,0.6507879159980803
30,1000,1.5,0.3,3,3,6,45130128,tsboss_iid,35.5625,0.3453346669994062
30,1000,1.5,0.3,3,3,7,45130129,tsboss,93.765625,0.6736397080021561
30,1000,1.5,0.3,3,3,7,45130129,pcmci,105.671875,1.150950750001357
30,1000,1.5,0.3,3,3,7,45130129,dynotears,154.53125,0.9715507500004605
30,1000,1.5,0.3,3,3,7,45130129,tsfges,312.765625,0.644236665997596
30,1000,1.5,0.3,3,3,7,45130129,tsboss_iid,35.390625,0.42018533300142735
30,1000,1.5,0.3,3,3,8,45130130,tsboss,94.390625,0.9462442500007455
30,1000,1.5,0.3,3,3,8,45130130,pcmci,105.84375,1.142780166999728
30,1000,1.5,0.3,3,3,8,45130130,dynotears,156.296875,0.9435274170027697
30,1000,1.5,0.3,3,3,8,45130130,tsfges,334.09375,0.6841562920017168
30,1000,1.5,0.3,3,3,8,45130130,tsboss_iid,35.859375,0.47760458400443895
30,1000,1.5,0.3,3,3,9,45130131,tsboss,93.71875,0.6837794590028352
30,1000,1.5,0.3,3,3,9,45130131,pcmci,105.75,1.0750397909941967
30,1000,1.5,0.3,3,3,9,45130131,dynotears,157.890625,0.954677374997118
30,1000,1.5,0.3,3,3,9,45130131,tsfges,309.09375,0.6816888750036014
30,1000,1.5,0.3,3,3,9,45130131,tsboss_iid,35.234375,0.2805632500021602
30,1000,1.5,0.3,3,3,10,45130132,tsboss,93.484375,0.4592547089996515
30,1000,1.5,0.3,3,3,10,45130132,pcmci,105.859375,1.0493826250021812
30,1000,1.5,0.3,3,3,10,45130132,dynotears,154.578125,0.8917452089954168
30,1000,1.5,0.3,3,3,10,45130132,tsfges,313.21875,0.5929493329967954
30,1000,1.5,0.3,3,3,10,45130132,tsboss_iid,35.296875,0.2232968329990399
50,1000,1.5,0.3,3,3,1,45150123,tsboss,97.5625,2.58707320800022
50,1000,1.5,0.3,3,3,1,45150123,pcmci,117.0625,2.6667478750023292
50,1000,1.5,0.3,3,3,1,45150123,dynotears,163.40625,1.8316182919952553
50,1000,1.5,0.3,3,3,1,45150123,tsfges,382.859375,1.2582284579984844
50,1000,1.5,0.3,3,3,1,45150123,tsboss_iid,38.90625,1.9656402919936227
50,1000,1.5,0.3,3,3,2,45150124,tsboss,96.21875,1.7053321659986977
50,1000,1.5,0.3,3,3,2,45150124,pcmci,116.65625,2.6188871249978547
50,1000,1.5,0.3,3,3,2,45150124,dynotears,163.421875,1.8094636660025571
50,1000,1.5,0.3,3,3,2,45150124,tsfges,384.671875,1.048274249995302
50,1000,1.5,0.3,3,3,2,45150124,tsboss_iid,38.265625,1.2349883329952718
50,1000,1.5,0.3,3,3,3,45150125,tsboss,97.578125,3.699022333996254
50,1000,1.5,0.3,3,3,3,45150125,pcmci,118.875,2.9304906250035856
50,1000,1.5,0.3,3,3,3,45150125,dynotears,163.453125,1.8954440410016105
50,1000,1.5,0.3,3,3,3,45150125,tsfges,382.4375,1.0784038749989122
50,1000,1.5,0.3,3,3,3,45150125,tsboss_iid,38.3125,1.5865539999940665
50,1000,1.5,0.3,3,3,4,45150126,tsboss,96.328125,1.4258991660026368
50,1000,1.5,0.3,3,3,4,45150126,pcmci,116.5625,2.563241541000025
50,1000,1.5,0.3,3,3,4,45150126,dynotears,163.40625,1.5523824999982025
50,1000,1.5,0.3,3,3,4,45150126,tsfges,396.828125,1.103401833002863
50,1000,1.5,0.3,3,3,4,45150126,tsboss_iid,38.078125,0.9617369170009624
50,1000,1.5,0.3,3,3,5,45150127,tsboss,96.90625,2.260524917001021
50,1000,1.5,0.3,3,3,5,45150127,pcmci,117.0,2.59839704100159
50,1000,1.5,0.3,3,3,5,45150127,dynotears,163.390625,1.5804957500004093
50,1000,1.5,0.3,3,3,5,45150127,tsfges,381.640625,1.0721791660034796
50,1000,1.5,0.3,3,3,5,45150127,tsboss_iid,38.734375,1.8590912919971743
50,1000,1.5,0.3,3,3,6,45150128,tsboss,96.3125,1.731259542000771
50,1000,1.5,0.3,3,3,6,45150128,pcmci,116.265625,2.548335125000449
50,1000,1.5,0.3,3,3,6,45150128,dynotears,163.34375,1.7924284590044408
50,1000,1.5,0.3,3,3,6,45150128,tsfges,360.03125,1.047495708000497
50,1000,1.5,0.3,3,3,6,45150128,tsboss_iid,38.203125,1.2001815830008127
50,1000,1.5,0.3,3,3,7,45150129,tsboss,97.5,3.0091867500013905
50,1000,1.5,0.3,3,3,7,45150129,pcmci,116.671875,2.6394365829983144
50,1000,1.5,0.3,3,3,7,45150129,dynotears,163.421875,1.741439375000482
50,1000,1.5,0.3,3,3,7,45150129,tsfges,390.640625,1.226003292002133
50,1000,1.5,0.3,3,3,7,45150129,tsboss_iid,39.125,2.139063417002035
50,1000,1.5,0.3,3,3,8,45150130,tsboss,96.78125,2.2481074999959674
50,1000,1.5,0.3,3,3,8,45150130,pcmci,116.875,2.7232707500006654
50,1000,1.5,0.3,3,3,8,45150130,dynotears,165.734375,1.985796583998308
50,1000,1.5,0.3,3,3,8,45150130,tsfges,381.53125,1.0972459580007126
50,1000,1.5,0.3,3,3,8,45150130,tsboss_iid,38.5,1.67064079100237
50,1000,1.5,0.3,3,3,9,45150131,tsboss,97.03125,2.2936693750016275
50,1000,1.5,0.3,3,3,9,45150131,pcmci,119.515625,3.052546833001543
50,1000,1.5,0.3,3,3,9,45150131,dynotears,163.4375,1.8738192090022494
50,1000,1.5,0.3,3,3,9,45150131,tsfges,382.546875,1.1509606670006178
50,1000,1.5,0.3,3,3,9,45150131,tsboss_iid,38.609375,1.7780782089976128
50,1000,1.5,0.3,3,3,10,45150132,tsboss,97.9375,3.229062582999177
50,1000,1.5,0.3,3,3,10,45150132,pcmci,116.8125,2.7001463749984396
50,1000,1.5,0.3,3,3,10,45150132,dynotears,163.421875,2.125273958001344
50,1000,1.5,0.3,3,3,10,45150132,tsfges,394.609375,1.310444082999311
50,1000,1.5,0.3,3,3,10,45150132,tsboss_iid,39.390625,2.2487455000009504
100,1000,1.5,0.3,3,3,1,45200123,tsboss,110.078125,23.18501416700019
100,1000,1.5,0.3,3,3,1,45200123,pcmci,169.296875,9.714254375001474
100,1000,1.5,0.3,3,3,1,45200123,dynotears,204.296875,5.248210709003615
100,1000,1.5,0.3,3,3,1,45200123,tsfges,822.203125,4.6735559169974294
100,1000,1.5,0.3,3,3,1,45200123,tsboss_iid,48.625,18.906296041001042
100,1000,1.5,0.3,3,3,2,45200124,tsboss,109.0,19.29433962499752
100,1000,1.5,0.3,3,3,2,45200124,pcmci,168.328125,9.323509667003236
100,1000,1.5,0.3,3,3,2,45200124,dynotears,198.046875,5.325823541003047
100,1000,1.5,0.3,3,3,2,45200124,tsfges,526.984375,4.999768584006233
100,1000,1.5,0.3,3,3,2,45200124,tsboss_iid,48.234375,17.755352250002034
100,1000,1.5,0.3,3,3,3,45200125,tsboss,113.046875,29.23798204200284
100,1000,1.5,0.3,3,3,3,45200125,pcmci,170.046875,9.87146258300345
100,1000,1.5,0.3,3,3,3,45200125,dynotears,197.9375,6.133123915999022
100,1000,1.5,0.3,3,3,3,45200125,tsfges,822.5,5.0169671249968815
100,1000,1.5,0.3,3,3,3,45200125,tsboss_iid,48.46875,18.14169204099744
100,1000,1.5,0.3,3,3,4,45200126,tsboss,114.265625,30.939440291003848
100,1000,1.5,0.3,3,3,4,45200126,pcmci,181.046875,11.21597179100354
100,1000,1.5,0.3,3,3,4,45200126,dynotears,197.640625,5.5915601669985335
100,1000,1.5,0.3,3,3,4,45200126,tsfges,823.421875,5.04666449999786
100,1000,1.5,0.3,3,3,4,45200126,tsboss_iid,49.34375,22.586067999996885
100,1000,1.5,0.3,3,3,5,45200127,tsboss,113.53125,28.616268500001752
100,1000,1.5,0.3,3,3,5,45200127,pcmci,169.875,9.705528082995443
100,1000,1.5,0.3,3,3,5,45200127,dynotears,197.90625,5.444792417001736
100,1000,1.5,0.3,3,3,5,45200127,tsfges,821.78125,5.12265129199659
100,1000,1.5,0.3,3,3,5,45200127,tsboss_iid,49.859375,21.671280083995953
100,1000,1.5,0.3,3,3,6,45200128,tsboss,109.8125,21.53490170800069
100,1000,1.5,0.3,3,3,6,45200128,pcmci,170.375,9.983932167000603
100,1000,1.5,0.3,3,3,6,45200128,dynotears,197.53125,5.809019125001214
100,1000,1.5,0.3,3,3,6,45200128,tsfges,536.046875,5.03975383299985
100,1000,1.5,0.3,3,3,6,45200128,tsboss_iid,47.453125,14.870294292006292
100,1000,1.5,0.3,3,3,7,45200129,tsboss,108.9375,20.936737459000142
100,1000,1.5,0.3,3,3,7,45200129,pcmci,170.75,10.005067416001111
100,1000,1.5,0.3,3,3,7,45200129,dynotears,197.6875,5.679397041996708
100,1000,1.5,0.3,3,3,7,45200129,tsfges,532.796875,4.4695552499979385
100,1000,1.5,0.3,3,3,7,45200129,tsboss_iid,46.8125,14.881617416998779
100,1000,1.5,0.3,3,3,8,45200130,tsboss,109.28125,20.58742887500557
100,1000,1.5,0.3,3,3,8,45200130,pcmci,168.75,9.462062792001234
100,1000,1.5,0.3,3,3,8,45200130,dynotears,198.359375,5.426883582993469
100,1000,1.5,0.3,3,3,8,45200130,tsfges,535.71875,4.914091458005714
100,1000,1.5,0.3,3,3,8,45200130,tsboss_iid,48.59375,17.34067795900046
100,1000,1.5,0.3,3,3,9,45200131,tsboss,112.71875,30.22700837499724
100,1000,1.5,0.3,3,3,9,45200131,pcmci,169.515625,9.776023958002042
100,1000,1.5,0.3,3,3,9,45200131,dynotears,197.90625,5.406785500003025
100,1000,1.5,0.3,3,3,9,45200131,tsfges,824.25,4.7206696669964
100,1000,1.5,0.3,3,3,9,45200131,tsboss_iid,51.671875,26.679425666996394
100,1000,1.5,0.3,3,3,10,45200132,tsboss,111.609375,26.458447375000105
100,1000,1.5,0.3,3,3,10,45200132,pcmci,168.953125,9.157111332999193
100,1000,1.5,0.3,3,3,10,45200132,dynotears,197.875,5.4127815419997205
100,1000,1.5,0.3,3,3,10,45200132,tsfges,821.484375,5.603030291000323
100,1000,1.5,0.3,3,3,10,45200132,tsboss_iid,49.296875,27.129390207999677
